127.0.0.1 - - [07/Sep/2023:09:35:59 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:06 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:06 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:32 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14479
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:32 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:32 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:32 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:32 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14479
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14479
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:33 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14479
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14479
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:54:34 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:12 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14512
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:12 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:12 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:12 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:12 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:47 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14511
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:47 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:47 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:47 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:55:47 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:58:51 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 14961
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:58:51 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:58:51 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:58:51 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:58:51 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:19 +0900] "GET /Student/prDetail02.jsp?pnum=177 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:41 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:12:59:43 +0900] "GET /Student/Shopping?command=prUpdate&pnum=177 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:13:41:55 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 11959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:13:41:55 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:13:41:55 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:25:07 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 11959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:25:07 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:25:07 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:32:09 +0900] "GET /Student/Shopping?command=prList&pageNumber=27&pageSize=6&mode=all&keyword= HTTP/1.1" 200 11013
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:32:09 +0900] "GET /Student/upload/ciabatta_01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:32:09 +0900] "GET /Student/upload/croissant_01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:32:09 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:41:21 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 11957
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:41:21 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:41:21 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
127.0.0.1 - - [07/Sep/2023:14:41:58 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:41:58 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:41:58 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4768
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:01 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4705
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:01 +0900] "POST /Student/Shopping HTTP/1.1" 200 5255
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:14 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:14 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:14 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:42:31 +0900] "GET /Student/Shopping?command=prUpdate&pnum=177 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:13 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 11957
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:13 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:13 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:19 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4705
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:19 +0900] "POST /Student/Shopping HTTP/1.1" 200 5255
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:24 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:24 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:24 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:44:26 +0900] "GET /Student/Shopping?command=prUpdate&pnum=177 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:40 +0900] "GET /Student/Shopping?command=prUpdate&pnum=177 HTTP/1.1" 200 10665
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:40 +0900] "GET /Student/Shopping?command=prUpdate&pnum=177 HTTP/1.1" 200 10665
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:59 +0900] "GET /Student/Shopping?command=prList&mode=company&keyword=%EB%B9%B5 HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:59 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:59 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:45:59 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:02 +0900] "GET /Student/prDetail02.jsp?pnum=5 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:08 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4705
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:09 +0900] "POST /Student/Shopping HTTP/1.1" 200 5255
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:13 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:13 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:13 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:18 +0900] "GET /Student/Shopping?command=prList&mode=company&keyword=%EB%B9%B5 HTTP/1.1" 200 10788
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:18 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:18 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:18 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:46:20 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11367
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:48:33 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11459
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:32 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:37 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:38 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:39 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:49 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:50 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:50 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:50 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:50 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:51 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:51 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:54:51 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11646
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:57:27 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:57:28 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:57:37 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:57:38 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:57:39 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:58:11 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11805
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:58:12 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11805
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:58:13 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11805
0:0:0:0:0:0:0:1 - - [07/Sep/2023:14:58:23 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:00 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11929
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:04 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:04 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:31 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11928
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:31 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:31 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:59 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11933
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:59 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:00:59 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:01:10 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11933
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:01:10 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:01:10 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:39 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11972
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:39 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:39 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:41 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11972
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:41 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:41 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:48 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11974
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:48 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:02:48 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:08:16 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 12183
0:0:0:0:0:0:0:1 - - [07/Sep/2023:15:12:26 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 12183
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:01:32 +0900] "GET /Student/Shopping?command=prUpdate&pnum=5 HTTP/1.1" 200 11696
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:02:33 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4705
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:02:34 +0900] "POST /Student/Shopping HTTP/1.1" 200 5255
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:02:34 +0900] "GET /Student/image/ny.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:02:34 +0900] "GET /Student/image/la.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:02:34 +0900] "GET /Student/image/chicago.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14959
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/americano01.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/vanilla_latte_01.png HTTP/1.1" 404 850
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:10 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:03:34 +0900] "GET /Student/Shopping?command=prInsert HTTP/1.1" 200 11056
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:13 +0900] "GET /Student/css/images/ui-icons_444444_256x240.png HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "POST /Student/Shopping HTTP/1.1" 200 15010
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 200 270764
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/vanilla_latte_01.png HTTP/1.1" 404 850
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:04:27 +0900] "GET /Student/upload/cappuccino01.png HTTP/1.1" 200 420364
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "POST /Student/Shopping HTTP/1.1" 200 15070
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 200 270764
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:11 +0900] "GET /Student/upload/vanilla_latte_01.png HTTP/1.1" 404 850
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "POST /Student/Shopping HTTP/1.1" 200 12115
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/brioche_012.png HTTP/1.1" 200 270764
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:05:49 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:00 +0900] "GET /Student/prDetail02.jsp?pnum=180 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:08 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4705
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:09 +0900] "POST /Student/Shopping HTTP/1.1" 200 5255
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15117
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/brioche_012.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:11 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:06:19 +0900] "GET /Student/Shopping?command=prUpdate&pnum=180 HTTP/1.1" 200 12048
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "POST /Student/Shopping HTTP/1.1" 200 15078
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
